0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	16	9	9	0.0	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	9	15	9	9	-0.32108737324022096	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	15	9	9	-0.9586892478887824	
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	8	15	8	9	-1.003482145423681	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	8	15	8	8	-1.1498545029229705	
1	0	0	0	0	0	0	10	-10	0	0	0	-10	10	0	6	8	5	18	8	-1.3841272534561657	
0	0	0	0	1	0	8	0	-8	0	0	-8	0	8	0	6	0	5	26	7	-1.5304996109554552	
0	0	0	0	1	6	0	0	-6	0	0	0	0	0	0	6	0	5	26	6	-1.6768719684547446	
0	0	0	0	1	6	0	0	-6	0	0	0	0	0	0	6	0	5	26	5	-1.823244325954034	
1	0	0	0	0	5	0	0	-5	0	0	0	0	0	0	5	0	5	26	5	-2.0575170764872293	
0	0	0	0	1	5	0	0	-5	0	0	0	0	0	0	5	0	5	26	4	-2.203889433986519	
1	0	0	0	0	0	0	5	-5	0	0	0	0	0	0	4	0	5	26	4	-2.438162184519714	
0	0	1	0	0	3	0	0	-3	0	-3	0	0	3	0	1	0	4	29	4	-2.7592495577599347	
0	0	0	0	1	0	0	3	-3	0	0	0	0	0	0	1	0	4	29	3	-2.905621915259224	
0	0	1	0	0	0	0	0	-3	3	0	0	0	3	-3	1	0	3	32	0	-3.226709288499445	
0	0	1	0	0	0	0	2	-2	0	0	0	0	0	0	1	0	2	32	0	-3.5477966617396657	
0	0	1	0	0	1	0	0	-1	0	0	0	0	0	0	1	0	1	32	0	-3.8688840349798865	
1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	32	0	-4.1031567855130815	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	-4.424244158753303	
0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50.29217123448944	
