0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	9	14	10	0.0	
0	0	0	1	0	2	0	0	-2	0	-2	0	0	2	0	6	9	9	15	10	0.9205767095640738	
0	0	0	0	1	0	0	0	-2	2	0	0	0	2	-2	6	9	9	17	7	1.3640649114376266	
0	1	0	0	0	0	0	0	-2	2	0	0	0	2	-2	6	8	9	19	5	2.020883389479799	
0	0	1	0	0	0	0	0	-2	2	0	-3	3	2	-2	6	5	11	21	3	2.9576345899530008	
1	0	0	0	0	1	0	0	-1	0	-2	0	1	1	0	3	5	12	22	3	2.7707849545314724	
1	0	0	0	0	1	0	0	-1	0	-1	0	0	1	0	1	5	12	23	3	2.583935319109944	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	23	3	2.397085683688416	
0	0	0	0	1	0	0	0	-1	1	0	0	0	1	-1	0	5	12	24	1	2.8405738855619687	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	12	24	0	3.2840620874355215	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	24	0	3.940880565477694	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	24	0	4.597699043519866	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	24	0	5.254517521562039	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	24	0	5.911335999604211	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	24	0	6.568154477646384	
0	0	12	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.712512054694	
