0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	4	2	7	6	6	6	2	3	7	6	4	6	5	5	2	5	5	2	0.0	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	4	2	7	6	6	6	2	3	7	6	4	6	5	5	2	5	5	2	0.3990702279528675	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	4	2	6	6	6	6	2	3	7	6	4	6	5	5	2	5	5	2	1.3651857785766404	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	-2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	4	0	8	6	6	6	2	3	6	6	4	6	5	5	2	5	5	2	1.486718700203882	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	4	0	8	6	6	6	2	3	6	6	4	6	5	5	2	5	5	2	1.7152675071960013	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	0	0	0	0	10	9	4	0	8	5	6	6	2	3	6	6	4	6	5	1	2	5	5	2	2.4917753311244537	
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	10	11	4	0	8	5	5	6	2	3	6	6	4	6	5	1	2	5	3	2	2.1258094407078802	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	10	11	4	0	9	5	5	5	2	3	6	6	4	6	5	1	1	5	3	2	2.943804774880984	
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	-1	0	-5	0	0	0	0	0	0	0	0	10	11	4	0	15	5	5	5	2	2	6	0	4	6	5	1	1	5	3	2	2.5574366340457146	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	4	0	15	5	5	5	2	2	6	0	4	5	5	1	1	5	3	2	2.3306570290442306	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	-3	0	0	-1	0	0	0	0	0	0	0	0	0	0	10	11	4	0	19	5	2	5	2	1	6	0	4	5	4	1	1	5	3	2	2.1353830532059512	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	10	11	4	0	20	5	2	5	2	0	6	0	4	5	4	1	1	4	3	2	2.4831741319420235	
